SK_ID_CURR,TARGET
100001,0.4398028629492691
100005,0.7218180242740544
100013,0.20985204073746083
100028,0.43005341296994487
100038,0.5679883162939281
100042,0.24636335516496674
100057,0.2779547979833913
100065,0.6141372619121644
100066,0.2000327083358755
100067,0.5962866106256648
100074,0.42808484197893903
100090,0.5978745011496369
100091,0.6171555170498325
100092,0.6043384305556643
100106,0.4691435504229946
100107,0.6147538220799055
100109,0.43223788689281345
100117,0.24387785365964917
100128,0.5069788055302112
100141,0.29412983470329446
100150,0.2824671449706989
100168,0.09409257940763822
100169,0.43453240130890675
100170,0.5001385949760311
100171,0.3162653523636223
100172,0.5836003287762869
100184,0.5541895580450344
100187,0.4001083788458331
100212,0.4159261833016542
100222,0.47142072310614413
100223,0.18425312809403896
100232,0.21829911859052573
100241,0.6891512031228658
100245,0.3286832423839824
100253,0.23249994140953242
100256,0.6974821046304154
100271,0.11668645911262526
100278,0.690341132568918
100280,0.22850951983259207
100306,0.7196963968269426
100311,0.7827939849897068
100312,0.2730034313556225
100330,0.4380677477566087
100331,0.26076506084222595
100352,0.5583724639911966
100358,0.6375672960255029
100367,0.35953074805758406
100382,0.7261662515420644
100384,0.40646770504010105
100385,0.6561131386552348
100386,0.34344300628995744
100399,0.31185860451228753
100404,0.4737401688038299
100416,0.13558765359326755
100422,0.525908002891311
100426,0.40790601256113457
100438,0.3096344578962916
100444,0.6675670813179512
100445,0.6217080346874779
100446,0.5693395767813604
100447,0.2075490504700613
100450,0.39544885809986613
100466,0.45156811579570605
100483,0.292668481728291
100484,0.23170699343864537
100494,0.42194025314028466
100510,0.6810075259501183
100512,0.26028827218052636
100517,0.2969587950445762
100548,0.34533223260639156
100551,0.3805568453945604
100552,0.6223001657082524
100553,0.23222155856248364
100561,0.8228598186675644
100568,0.9101488705095718
100569,0.24717162538472834
100591,0.39477712152177236
100592,0.17907734743032352
100602,0.4284183374800264
100607,0.38336351764025706
100613,0.4781567044064207
100617,0.6209646966970018
100618,0.523925698627234
100622,0.7669307174771475
100625,0.43449843219257983
100677,0.6199176049605574
100699,0.4209472688355002
100702,0.9231884855972664
100711,0.5293976789496895
100729,0.7512484820460842
100740,0.6213599187796744
100744,0.6051511680828301
100745,0.49053701845185804
100747,0.6000714545997528
100751,0.7793212352691886
100752,0.4122119210252789
100753,0.7602601480336603
100754,0.8006901249480705
100760,0.4187657664422726
100762,0.5771777264715657
100763,0.34377301276078626
100765,0.28610768935525105
100770,0.6077560735590192
100772,0.31071387566523934
100777,0.3839961222966019
100791,0.23151126526335203
100792,0.20166419208298572
100797,0.24447600433074318
100823,0.372138964454389
100826,0.43431661077450867
100830,0.2604010900607267
100836,0.8359618025894525
100872,0.25417283376714767
100910,0.45945317042266326
100913,0.6721451217775755
100918,0.46441373058664187
100931,0.3145816044962145
100952,0.4765377355435677
100953,0.29545759834554214
100965,0.6962772944474291
100970,0.2939406461264527
100982,0.5823864317917685
100983,0.4965635194710945
100984,0.5050098995226056
100987,0.4182983201012628
100997,0.3602193809466651
100998,0.5438681196520595
101002,0.6461846236259194
101005,0.8133186306844039
101008,0.6131512035663517
101020,0.45538458411956456
101021,0.40442578753960157
101024,0.4073099937937095
101025,0.6534420350936183
101026,0.3550127572790897
101031,0.31488566467339285
101041,0.33148608688692965
101051,0.22497576578935216
101055,0.49219620764917155
101056,0.8105044646004567
101057,0.4175886089261237
101064,0.3211069813052972
101079,0.630419331169225
101087,0.43274630454742097
101090,0.22368834547850072
101092,0.5139725922639344
101097,0.5002801119561081
101099,0.2101602876316991
101107,0.35327875535884573
101118,0.376294910591099
101125,0.5315665584987744
101126,0.2669175405293677
101128,0.2603440454052607
101136,0.6391256899584473
101140,0.6839054537339401
101149,0.5827284715374159
101160,0.4218889160305696
101169,0.6749835743703758
101181,0.302139948393618
101186,0.17759745247969577
101190,0.5281047134683144
101193,0.6046218481502288
101194,0.5702599967889643
101198,0.7142082929147558
101200,0.4036754355361398
101204,0.23515693444841407
101211,0.41476034883336144
101213,0.44428459367136597
101223,0.4073384705401251
101225,0.41786964551559164
101237,0.44850317212257657
101243,0.47281268353628847
101244,0.6496321575228992
101258,0.28877256965956877
101259,0.6964899331415814
101268,0.6817437877696642
101269,0.18572352399656306
101271,0.6485319965019734
101279,0.4418235801037469
101281,0.5877089919651278
101287,0.3861651288620766
101292,0.26081454065107224
101294,0.43432680904161536
101296,0.38288268541934095
101297,0.27227223130974704
101299,0.5998781757390654
101301,0.332816849635403
101305,0.43321190271417404
101308,0.4138702484914082
101318,0.22362550409391688
101327,0.8554229424072544
101329,0.42763163508212493
101332,0.3041072533871132
101337,0.35498265388638595
101343,0.2865460074070652
101345,0.26330457304291177
101346,0.14205294192767212
101353,0.16874028985966008
101354,0.5882052557642337
101355,0.843235392811575
101356,0.29804383693492986
101362,0.6136625277725464
101363,0.8280265445424955
101365,0.3037993978633585
101366,0.46326940236694164
101367,0.7296968628739229
101368,0.21744101271816443
101374,0.6857185355160113
101380,0.15699693561089775
101383,0.2487303298661287
101398,0.2946179873287303
101399,0.7865985504698796
101401,0.6633097692315767
101412,0.5158076933125635
101426,0.31612609905769523
101427,0.9100518080607097
101428,0.677972570109656
101429,0.6574581533017352
101434,0.3286816971390441
101440,0.48168715690067665
101448,0.4226181129962058
101449,0.5409944482023752
101465,0.4105330540488882
101467,0.23776098905294024
101472,0.639468051585265
101478,0.764945756318704
101497,0.40438119493775926
101504,0.7097290620442213
101547,0.258520678494637
101548,0.37445045937536303
101555,0.5847943448007888
101570,0.32928821330156266
101572,0.4990049282521283
101578,0.25791878621802183
101580,0.6496868065164747
101588,0.6166134547625653
101602,0.17666677357862332
101610,0.5475426260305312
101614,0.46959145237909006
101616,0.4253813821699598
101643,0.4719846361301897
101644,0.2967699098443851
101649,0.6636456097888359
101650,0.42580478247806947
101665,0.1554274459329292
101667,0.4820876792467487
101669,0.3075521981452743
101674,0.5032429900410503
101675,0.35510994453368067
101678,0.5267297653424909
101682,0.5568598192612141
101686,0.4576514408520845
101697,0.6312375738635357
101700,0.7094169189004307
101711,0.36895818309650574
101714,0.32633762675046235
101715,0.6991407317758473
101728,0.37663429006084836
101732,0.34328970718003515
101757,0.6111857154534625
101758,0.5282196442819783
101759,0.3907525830238006
101762,0.30282372652210293
101764,0.40184643048905366
101780,0.8572441076950962
101784,0.2937387412664689
101789,0.2701334726248782
101816,0.4436480309713331
101819,0.3324950021144866
101827,0.17727318102278053
101863,0.5667756409933529
101867,0.4086518460937731
101870,0.20381398940823373
101873,0.6560478495102892
101878,0.6121670687928854
101879,0.25702088622683217
101880,0.24402638290076054
101887,0.6556083730083242
101897,0.19657968715337645
101901,0.5643922071253723
101903,0.7918282310256435
101920,0.31380117242853994
101921,0.361418956842823
101922,0.2519674213688265
101961,0.5634893834213365
101962,0.3835888022487859
101971,0.43429757217377857
101976,0.7444139444176845
102002,0.4432735676807513
102005,0.24833864489243931
102007,0.9171682114126136
102017,0.16099551555104716
102019,0.7565353892552859
102029,0.1402617920654468
102051,0.748231454086153
102052,0.2697554195055199
102054,0.2792073120287995
102062,0.5307612664753296
102067,0.6474625084214192
102068,0.5150269014264235
102070,0.45118768277109994
102090,0.50318017551622
102092,0.6353789295740485
102099,0.6396994224190616
102100,0.22627117742979966
102112,0.42470402558509246
102113,0.34388207712822627
102122,0.6506254160221399
102123,0.4096471826787773
102125,0.32260386330052726
102126,0.7409865699665478
102146,0.4437313709743811
102147,0.5275251898360253
102151,0.3376007270988263
102158,0.6319335106473173
102159,0.4572968339805029
102162,0.4792573256586574
102165,0.4958254917559527
102166,0.2991886967795281
102174,0.32485584592236166
102193,0.6996799891235006
102198,0.3468943302878124
102205,0.6401566904655621
102206,0.2276552278940906
102218,0.28876682777648394
102221,0.4607335871951388
102230,0.5242561589685222
102238,0.6197761981064445
102248,0.3803805913706153
102252,0.7649711953746736
102259,0.30840848726863307
102262,0.6349964388771011
102273,0.4071257249135098
102286,0.6798767040856656
102293,0.2608576007159886
102294,0.27384599516099506
102296,0.5249282888648285
102298,0.412756693237177
102303,0.29322542019040143
102309,0.32585807249884385
102315,0.4761155743576389
102340,0.2998456787222434
102342,0.5821885272105626
102344,0.4658642488824012
102346,0.49339258018384335
102347,0.2960364786025251
102374,0.3166779317949313
102380,0.29983217754607705
102387,0.38827362516253866
102393,0.4104565350315051
102403,0.32253378773823665
102413,0.4043649132453948
102414,0.1655494895668976
102415,0.3350563019815277
102416,0.5759416030306761
102439,0.3439741981415902
102441,0.5113643683189604
102443,0.32347417629391656
102444,0.5467577460431354
102445,0.7333659307162018
102448,0.45624512886343654
102449,0.511555238392721
102450,0.706143212314372
102456,0.4916153962750162
102458,0.5835473054641606
102459,0.47334952901624516
102465,0.19793742179922158
102470,0.7166185784006813
102471,0.3347078354558133
102475,0.4760812554078412
102476,0.5569793826890541
102506,0.6777933367304915
102509,0.3937422757113313
102519,0.25530133885809486
102522,0.6099617029080201
102545,0.28064298934303705
102549,0.44426331907836814
102562,0.24052229387433666
102563,0.3426815605456316
102568,0.5798089589410993
102582,0.48341117683938556
102592,0.20180909670146885
102597,0.6317210440845655
102605,0.39753073807238
102614,0.3237417301001615
102617,0.5182032899786326
102634,0.522539702211448
102652,0.36567495597149163
102655,0.2823854785011282
102671,0.4640312634786226
102694,0.7279429380970032
102701,0.30511909806084603
102703,0.18568799483524365
102704,0.2283822109367478
102713,0.1539776242262964
102720,0.6550164885895183
102731,0.3104517463011698
102733,0.4379127506943632
102749,0.2487983860581654
102755,0.33209812766518915
102763,0.29821468366768317
102770,0.38116427174461437
102772,0.647177602451816
102799,0.7382156854578454
102838,0.23029799573799511
102854,0.3509460484578677
102862,0.5594458025891006
102863,0.27961734062116167
102867,0.2500257514079312
102868,0.23332997062617358
102878,0.5711953258599911
102887,0.532701623854538
102898,0.7079534893433832
102904,0.5969398286575934
102912,0.48415151831323816
102919,0.1931570647621003
102927,0.5889314387092385
102932,0.3912444952421794
102933,0.7789740541128193
102935,0.26990712332394184
102958,0.41971838180222715
102969,0.599838447678772
102971,0.17168335653407693
102975,0.29128132680828517
102979,0.4324634566330812
102982,0.2402944118277163
102987,0.7214156096245669
102989,0.6161577537940575
102995,0.44696258983604037
102996,0.23730958147605316
103000,0.3335152251179098
103001,0.492878496451593
103004,0.4800857014292019
103010,0.3777501332047315
103025,0.584212624595689
103029,0.5533585175339167
103046,0.44366216979158285
103056,0.32718644406551295
103062,0.548952334891829
103078,0.36003863794989044
103083,0.12344486502747276
103092,0.5241432168143992
103096,0.45593486651863135
103097,0.711326742898142
103102,0.6555502305462274
103112,0.6151016539587552
103132,0.37681582462822566
103144,0.5077508388640068
103145,0.36735055249600246
103146,0.3528546947321854
103147,0.59570864864777
103158,0.21189127872294117
103171,0.47783284926867753
103173,0.30417175662698176
103184,0.2756732291479907
103195,0.6184231603634746
103196,0.4905555029825537
103206,0.21854250136893574
103230,0.6306360411951852
103231,0.8132965008251
103232,0.22935783885394365
103239,0.49024720514082304
103240,0.5856705567558907
103243,0.3940363891664997
103252,0.5342480061216806
103258,0.5094870584347562
103259,0.7543925040893871
103279,0.3413694839559247
103280,0.13262668256781507
103286,0.23161841402036978
103287,0.8863454266303719
103290,0.2933701062309594
103298,0.31812220487375675
103315,0.18282897252275426
103319,0.39909358635793934
103334,0.5342298034096227
103336,0.5100023933980437
103345,0.34100060997839776
103368,0.23026547940295766
103371,0.8217912359934406
103377,0.4552297042971093
103398,0.23328015348660752
103404,0.36688492194362654
103408,0.7018709225052505
103410,0.43638560291837053
103418,0.16445966066398687
103420,0.6900950050295154
103432,0.6143639821832587
103433,0.28942277256928695
103436,0.19072330263277912
103440,0.3458545539242638
103453,0.3338551094427674
103459,0.536290962972635
103460,0.28748742365096325
103461,0.2941729649165224
103462,0.3791270234613107
103473,0.5635032265897482
103474,0.2332710280338025
103475,0.818856139220947
103478,0.6871163300337388
103480,0.6623830178074918
103484,0.27214262771482306
103494,0.4991113226304858
103513,0.5849589816692357
103515,0.45198042944201644
103516,0.7925932342237225
103525,0.5833595786124302
103541,0.6949443112638948
103544,0.3063514716080301
103562,0.7848312260332746
103570,0.7952010956240568
103572,0.6022673296109547
103574,0.18357390147224423
103575,0.31430080297413904
103591,0.7111799292035355
103594,0.2611804389166758
103609,0.29259415957755136
103613,0.3705224641567532
103614,0.4702045900359762
103615,0.3500941346077368
103624,0.44315580402562477
103625,0.7585329165614114
103628,0.7243273893133104
103629,0.18549589285157095
103647,0.43944806493557964
103648,0.555070280685547
103651,0.4978228086281574
103658,0.3350181324261626
103668,0.440250294143579
103669,0.4052957464282104
103676,0.46899543535327765
103682,0.382952298997899
103683,0.24164632767516114
103689,0.23916410449046252
103725,0.40036677386343994
103733,0.7770082957384623
103744,0.14758623340460575
103762,0.46820759000168255
103771,0.7473245278890871
103773,0.14783597237583587
103783,0.5823252628427951
103784,0.4808403943780343
103808,0.24200388971138942
103812,0.46326995998978104
103813,0.48058072096842197
103814,0.3003034040444793
103818,0.7196390006741858
103824,0.3738558452360659
103828,0.21916737514051363
103830,0.8459585018566539
103840,0.24507555704087067
103842,0.5706354263698556
103847,0.6608979144313362
103848,0.4673064136183437
103851,0.3050431973089914
103854,0.7151989543606742
103857,0.7466191990339796
103861,0.12513496343258199
103862,0.5944058279972565
103865,0.5478098578628726
103870,0.1846836873881824
103876,0.34274446058682334
103891,0.8284805982968773
103908,0.3545386872021586
103914,0.4523899478588178
103918,0.5489649695162387
103940,0.31157775229784257
103963,0.5568926467821848
103966,0.5584626786229989
103971,0.5230997778715479
103980,0.4417110379069905
103984,0.5543500112310796
103985,0.42661392239205637
103998,0.8555610723954484
104019,0.20418058852229864
104026,0.43621106947877125
104035,0.5344536934809504
104044,0.5310982664564667
104045,0.27968180085013394
104047,0.6176733645052845
104051,0.25621832164899927
104058,0.3603131768925935
104063,0.1557313442180481
104066,0.6120206962648781
104087,0.25976504398304684
104089,0.3246055064529752
104095,0.34165335550186676
104098,0.6707161557951924
104104,0.25891739129657043
104110,0.896934053000176
104120,0.34145232838718415
104122,0.24622621192410948
104131,0.2836443748554594
104132,0.432295115227933
104135,0.3367821067326566
104136,0.28746231557606716
104149,0.4864466248795035
104150,0.2961726145322563
104156,0.7059591615146212
104165,0.5920179331739641
104175,0.30726430111139463
104179,0.4677508976899345
104184,0.5398345334214482
104206,0.235184764933389
104216,0.7877791468605726
104230,0.4759273622040198
104257,0.223784519882986
104272,0.3593776820867058
104273,0.552254216747724
104278,0.21615459796038583
104294,0.562510709524112
104295,0.38019454539538633
104297,0.28055943291268476
104298,0.4029255098546624
104308,0.5327980404515281
104318,0.39364780373935215
104319,0.4385354161525823
104320,0.5127835607392348
104327,0.4868624010501454
104334,0.4309036113933256
104344,0.4343595942637335
104350,0.17717459262598206
104351,0.5664062075200411
104354,0.36761162434803507
104369,0.7046639148548152
104376,0.6131441567713771
104381,0.32030476410550446
104384,0.42067040084161317
104391,0.35527677548193265
104394,0.25128333163465033
104398,0.7439038930923046
104402,0.23792171642114618
104408,0.5164534006812281
104409,0.2372253416169102
104410,0.6810357506235406
104412,0.46225978666978124
104417,0.6741221531985456
104424,0.4865541720260409
104426,0.339174678172545
